claim_id,title,description,url,publication_date,,keywords,domain,main_category,secondary_category,verdict
bc37a48e-e993-3edd-841d-0b12c916dbe1,"Acuna: En estos ultimos 10 anos de gobierno construimos 54 escuelas y, en este periodo, otras 54","
El Gobierno porteno contabiliza en las escuelas construidas durante la gestion de Mauricio Macri a una decena de establecimientos planeados y construidos antes de que el PRO asumiera en la Ciudad. Ademas, en la gestion de Horacio Rodriguez Larreta todavia no se alcanzo a inaugurar la cantidad de escuelas mencionadas por la ministra.  Por ",https://chequeado.com/ultimas-noticias/acuna-en-estos-ultimos-10-anos-de-gobierno-construimos-54-escuelas-y-en-este-periodo-otras-54/,2019-02-08 12:00:00,,Acuna  construimos 54 escuelas|| Acuna  gobierno 54 escuelas|| Acuna  gobierno 10 anos escuelas,Claim,educacion,infraestructura-escolar,Deceitful
f8c9c7cd-01ab-3810-9dc9-d23de5790d0c,Kicillof: [El Gobierno] le subio las retenciones al campo a niveles que habia antes,"
En algunos productos agropecuarios los derechos de exportacion actualmente son mayores que en 2015, pero en los principales granos el porcentaje bajo. Los especialistas destacan que, mas alla de los porcentajes, antes habia otros mecanismos que perjudicaban a los productores, como limites para exportar y el cepo cambiario. Por ",https://chequeado.com/ultimas-noticias/kicillof-el-gobierno-le-subio-las-retenciones-al-campo-a-niveles-que-habia-antes/,2019-02-01 12:00:00,,Kicillof retenciones al campo|| Kicillof Gobierno retenciones al campo||  Kicillof Gobierno retenciones  campo niveles,Claim,chequeo-diario,retenciones,Deceitful
e95de098-ec2e-3bf4-8262-fe554c2a1d9d,Massa: En Argentina el salario de las mujeres por la misma actividad que realizan hombres es un 24% mas bajo,"
La discriminacion salarial entre hombres y mujeres por igual condicion laboral se ubica en el 15 por ciento. Se llega al 26% si se consideran otros factores no relacionados con las mismas tareas, como la cantidad de horas y los cargos que ocupan las mujeres. Por ",https://chequeado.com/ultimas-noticias/massa-en-argentina-el-salario-de-las-mujeres-por-la-misma-actividad-que-realizan-hombres-es-un-24-mas-bajo/,2019-01-25 12:00:00,, ,Claim,chequeo-diario,genero,Exaggerated
7c7b9ac2-16df-3f5f-9d62-459169482948,Macri: Hoy las obras salen 40% menos,"
El Presidente se baso en dos casos testigo de Vialidad Nacional donde los costos actuales -considerando la inflacion- son menores a los de obras licitadas durante el kirchnerismo. De todas maneras, los especialistas senalaron que todavia estas obras no estan terminadas y podrian tener ampliaciones. Por ",https://chequeado.com/ultimas-noticias/macri-hoy-las-obras-salen-40-menos/,2019-01-24 12:00:00,, ,Claim,chequeo-diario,infraestructura-vial,Hasty
b5d8f20c-0636-3ecc-a8e6-6fd197ed9c7e,"Facundo Moyano: Hubo mas inversion extranjera directa en el kirchnerismo, con cepo y todo, que ahora","
Este tipo de inversion bajo fuertemente en 2016, mientras que en 2017 y 2018 volvio a los valores historicos. Igualmente, los especialistas destacan que por el cepo cambiario que existio hasta fines de 2015 esta estadistica se vio distorsionada porque las empresas extranjeras no podian sacar sus ganancias del pais. Por ",https://chequeado.com/ultimas-noticias/facundo-moyano-en-inversion-extranjera-directa-hubo-mas-inversion-en-el-kirchnerismo-con-cepo-y-todo-que-ahora/,2019-01-18 12:00:00,, ,Claim,chequeo-diario,inversion,Deceitful
0d044070-f9d1-3e9f-9376-b8b32f053192,Carrio: El 80% de las personas matan por ira intrafamiliar,"
No existe un informe nacional que clasifique los homicidios por el motivo que fueron cometidos. Pero en los principales distritos del pais, que concentran mas de la mitad de los asesinatos, los homicidios dolosos por conflictos entre los integrantes de una familia no llegan a representar el 20% del total. Por ",https://chequeado.com/ultimas-noticias/carrio-el-80-de-las-personas-matan-por-ira-intrafamiliar/,2019-01-17 12:00:00,,Carrio las personas matan || Carrio personas intrafamiliar|| Carrio personas ira intrafamiliar,Claim,chequeo-diario,homicidios,FALSE
c1d10a8d-aeed-37cb-9fbb-3f0c34d5e3d3,Anibal Fernandez: Hace cinco anos que se exporta cerezas a China,"
Si bien las cerezas argentinas ya ingresaban a China mediante la region especial de Hong Kong, el Gobierno nacional anuncio que ahora podran entrar directo al pais asiatico, algo que se buscaba desde la administracion anterior y segun los especialistas genera nuevos beneficios. Por ",https://chequeado.com/ultimas-noticias/anibal-fernandez-hace-cinco-anos-que-se-exporta-cerezas-a-china/,2019-01-11 12:00:00,, ,Claim,chequeo-diario,china,Deceitful
5314b670-8cc5-3cec-b6ef-a7d8c8b51ea6,Bullrich: El delito en manos de extranjeros (...) llega al 20% de las personas que estan detenidas,"
Del total de detenidos a lo largo del pais, solo un 6% son extranjeros. La cifra alcanza el numero mencionado por Bullrich si solo se contabiliza a los presos en carceles federales. Por ",https://chequeado.com/ultimas-noticias/bullrich-el-delito-en-manos-de-extranjeros-llega-al-20-de-las-personas-que-estan-detenidas/,2019-01-09 12:00:00,, ,Claim,chequeo-diario,sistema-penitenciario,Deceitful
d135f55b-8c30-389e-ae42-10c206e00ac2,Dietrich: Mismas obras hoy valen entre un 20% y un 50% menos,"
Vialidad Nacional analizo dos casos testigo de la anterior gestion donde se ve que los costos son mayores a obras licitadas en Cambiemos. Igualmente, fueron comparadas con obras que todavia no estan terminadas y pueden tener ampliaciones. Por ",https://chequeado.com/ultimas-noticias/dietrich-mismas-obras-hoy-valen-entre-un-20-y-un-50-menos/,2019-01-04 12:00:00,, ,Claim,chequeo-diario,infraestructura-vial,Hasty
0ad78a4f-fc48-3099-9fe6-3dd303c4da2c,#ElFALSODeLaGente de 2018 fue para Albino y sus dichos sobre la efectividad del preservativo contra el VIH,"
La frase que dijo el titular de CONIN durante una exposicion ante el Senado fue la elegida por nuestra comunidad como la peor mentira del ano. Mira el ranking de la votacion con los otros falsos mas votados. Por ",https://chequeado.com/ultimas-noticias/elfalsodelagente-de-2018-fue-para-albino-y-sus-dichos-sobre-la-efectividad-del-preservativo-contra-el-vih/,2018-12-24 12:00:00,, ,Claim,chequeo-diario,"especial-2018
",FALSE
