claim_id,title,description,url,verdict_date,keywords,domain,main_category,secondary_category,verdict
bc37a48e-e993-3edd-841d-0b12c916dbe1,"Acuna: En estos ultimos 10 anos de gobierno construimos 54 escuelas y, en este periodo, otras 54","Acuna: En estos ultimos 10 anos de gobierno construimos 54 escuelas y, en este periodo, otras 54",https://chequeado.com/ultimas-noticias/acuna-en-estos-ultimos-10-anos-de-gobierno-construimos-54-escuelas-y-en-este-periodo-otras-54/,2019-02-08 12:00:00,Acuna  construimos 54 escuelas|| Acuna  gobierno 54 escuelas|| Acuna  gobierno 10 anos escuelas,Claim,educacion,infraestructura-escolar,Deceitful
f8c9c7cd-01ab-3810-9dc9-d23de5790d0c,Kicillof: [El Gobierno] le subio las retenciones al campo a niveles que habia antes,Kicillof: [El Gobierno] le subio las retenciones al campo a niveles que habia antes,https://chequeado.com/ultimas-noticias/kicillof-el-gobierno-le-subio-las-retenciones-al-campo-a-niveles-que-habia-antes/,2019-02-01 12:00:00,Kicillof retenciones al campo|| Kicillof Gobierno retenciones al campo||  Kicillof Gobierno retenciones  campo niveles,Claim,chequeo-diario,retenciones,Deceitful
0d044070-f9d1-3e9f-9376-b8b32f053192,Carrio: El 80% de las personas matan por ira intrafamiliar,Carrio: El 80% de las personas matan por ira intrafamiliar,https://chequeado.com/ultimas-noticias/carrio-el-80-de-las-personas-matan-por-ira-intrafamiliar/,2019-01-17 12:00:00,Carrio las personas matan || Carrio personas intrafamiliar|| Carrio personas ira intrafamiliar,Claim,chequeo-diario,homicidios,FALSE
7c3150ac-2215-3e32-ae78-6949401a4d79,Vidal: Los gobernadores no tenemos fueros. Por que los diputados y senadores si?,Vidal: Los gobernadores no tenemos fueros. Por que los diputados y senadores si?,https://chequeado.com/ultimas-noticias/vidal-los-gobernadores-no-tenemos-fueros-por-que-los-diputados-y-senadores-si/,2018-12-17 12:00:00,Vidal Los gobernadores fueros|| Vidal Los gobernadores no fueros|| Vidal Los gobernadores fueros diputados ,Claim,chequeo-diario,justicia,FALSE
4c387886-318f-3f9e-a396-74fd7e675291,Pagina 12: La industria perdio mas de 100 mil empleos,Pagina 12: La industria perdio mas de 100 mil empleos,https://chequeado.com/ultimas-noticias/pagina-12-la-industria-perdio-mas-de-100-mil-empleos/,2018-12-13 12:00:00,La industria perdio 100 mil|| La industria perdio 100 mil trabajo|| La industria perdio 100 mil puestos ,Claim,chequeo-diario,empleo,TRUE
550cf77e-5487-3ee7-a758-274c2a7fbbb6,"CFK: En un ranking de las 50 ciudades mas violentas, Brasil fue incluida en 17 ciudades. Nosotros no tenemos ni una sola ciudad incluida","CFK: En un ranking de las 50 ciudades mas violentas, Brasil fue incluida en 17 ciudades. Nosotros no tenemos ni una sola ciudad incluida",https://chequeado.com/ultimas-noticias/cfk-en-un-ranking-de-las-50-ciudades-mas-violentas-brasil-fue-incluida-en-17-ciudades-nosotros-no-tenemos-ni-una-sola-ciudad-incluida/,2018-11-21 12:00:00,CFK ranking ciudades mas violentas||  ranking 50 ciudades mas violentas argentina||  50 ciudades mas violentas argentina ,Claim,chequeo-diario,homicidios,TRUE
4754108e-ff47-3c8d-9162-b23ed0e8c8ff,CFK: Argentina es el quinto pais en formacion de activos externos,CFK: Argentina es el quinto pais en formacion de activos externos,https://chequeado.com/ultimas-noticias/cfk-argentina-es-el-quinto-pais-en-formacion-de-activos-externos/,2018-11-15 12:00:00,Argentina formacion de activos externos|| CFK Argentina formacion de activos externos||  Argentina quinto formacion  activos externos ,Claim,chequeo-diario,economia,TRUE
bd34695f-340b-31d3-ba27-f806809f3514,De Angeli: Este presupuesto tiene mas del 60% en cuestiones sociales,De Angeli: Este presupuesto tiene mas del 60% en cuestiones sociales,https://chequeado.com/ultimas-noticias/de-angeli-este-presupuesto-tiene-mas-del-60-en-cuestiones-sociales/,2018-11-15 12:00:00,De Angeli presupuesto  cuestiones sociales|| De Angeli presupuesto  sociales|| De Angeli presupuesto  60 ,Claim,chequeo-diario,presupuesto-2019,TRUE
037a8caf-246d-3a29-9532-76f33adf24c9,Pereyra: La inflacion de este ano sera la mas alta de los ultimos 27 anos,Pereyra: La inflacion de este ano sera la mas alta de los ultimos 27 anos,https://chequeado.com/ultimas-noticias/pereyra-la-inflacion-de-este-ano-sera-la-mas-alta-de-los-ultimos-27-anos/,2018-11-15 12:00:00,Pereyra  inflacion 27|| Pereyra  inflacion este ano|| Pereyra  inflacion mas alta ,Claim,chequeo-diario,inflacion,TRUE
5b6c34db-8c34-3443-baa0-31da67de6fef,Bullrich: El aumento de Ciencia y Tecnologia [sera] de 28%,Bullrich: El aumento de Ciencia y Tecnologia [sera] de 28%,https://chequeado.com/ultimas-noticias/bullrich-el-aumento-de-ciencia-y-tecnologia-sera-de-28/,2018-11-15 12:00:00,Bullrich aumento Ciencia|| Bullrich aumento Tecnologia || Bullrich aumento 28  ,Claim,chequeo-diario,ciencia,FALSE
0c083f32-13c7-3057-a109-1ea8c4a30c96,"Odarda: En el presupuesto se preve un recorte de 20% para el Incucai, siempre en terminos reales","Odarda: En el presupuesto se preve un recorte de 20% para el Incucai, siempre en terminos reales",https://chequeado.com/ultimas-noticias/odarda-en-el-presupuesto-se-preve-un-recorte-de-20-para-el-incucai-siempre-en-terminos-reales/,2018-11-14 12:00:00,Odarda presupuesto el Incucai|| presupuesto el Incucai 20|| presupuesto el Incucai  recorte 20 ,Claim,chequeo-diario,infraestructura-escolar,TRUE
7237da5d-355a-3237-b0e7-018af1db1a3f,Odarda: Se preve un recorte de 70% en infraestructura escolar y un 70% para jardines de infantes,Odarda: Se preve un recorte de 70% en infraestructura escolar y un 70% para jardines de infantes,https://chequeado.com/ultimas-noticias/odarda-se-preve-un-recorte-de-70-en-infraestructura-escolar-y-un-70-para-jardines-de-infantes/,2018-11-14 12:00:00,Odarda recorte  infraestructura  jardines ||  recorte 70 infraestructura  jardines ||  recorte 70 infraestructura  escolar  jardines  ,Claim,chequeo-diario,infraestructura-escolar,TRUE
186388b5-728d-345d-bca1-a9202bb80f59,Nancy Gonzalez : En nuestro pais muere una mujer cada 30 horas por femicidios,Nancy Gonzalez : En nuestro pais muere una mujer cada 30 horas por femicidios,https://chequeado.com/ultimas-noticias/nancy-gonzalez-en-nuestro-pais-muere-una-mujer-cada-30-horas-por-femicidios/,2018-11-14 12:00:00,Gonzalez mujer femicidios 30||  mujer muere femicidios 30||  mujer muere femicidios 30 horas ,Claim,chequeo-diario,femicidios,TRUE
b2b52563-c311-3d2d-a003-8d9cd3aaf056,Fuentes: La deuda publica a fin de ano representara el 87% del PBI,Fuentes: La deuda publica a fin de ano representara el 87% del PBI,https://chequeado.com/ultimas-noticias/fuentes-la-deuda-publica-a-fin-de-ano-representara-el-87-del-pbi/,2018-11-14 12:00:00,Fuentes deuda publicaa fin||  deuda publica 87||  deuda publica 87 PBI ,Claim,chequeo-diario,deuda,TRUE
91081da8-7293-3a0a-b01f-ec9bab63ecf0,"Lousteau: Hay 800 mil pensiones por invalidez de mas. Son mas que los muertos de Estados Unidos, Reino Unido, Francia, Polonia, Grecia y los Paises Bajos juntos en la Segunda Guerra Mundial","Lousteau: Hay 800 mil pensiones por invalidez de mas. Son mas que los muertos de Estados Unidos, Reino Unido, Francia, Polonia, Grecia y los Paises Bajos juntos en la Segunda Guerra Mundial",https://chequeado.com/ultimas-noticias/lousteau-hay-800-mil-pensiones-por-invalidez-de-mas-son-mas-que-los-muertos-de-estados-unidos-reino-unido-francia-polonia-grecia-y-los-paises-bajos-juntos-en-la-segunda-guerra-mundial/,2018-11-05 12:00:00, 800 mil pensiones por invalidez||  800 pensiones por invalidez|| Lousteau 800 pensiones por invalidez ,Claim,chequeo-diario,pensiones,FALSE
c1acfe76-63b1-39d8-a52a-6f0a07e7265e,Pichetto: Sabes cuantas villas hay en el cordon de la Provincia de Buenos Aires? Cerca de cuatro mil,Pichetto: Sabes cuantas villas hay en el cordon de la Provincia de Buenos Aires? Cerca de cuatro mil,https://chequeado.com/ultimas-noticias/pichetto-sabes-cuantas-villas-hay-en-el-cordon-de-la-provincia-de-buenos-aires-cerca-de-cuatro-mil/,2018-11-01 12:00:00,Pichetto villas Provincia Buenos Aires|| Pichetto villas hay Provincia Buenos Aires|| Pichetto cuantas villas Provincia Buenos Aires ,Claim,chequeo-diario,villas,FALSE
27cd9bee-74f2-3200-83e5-c455e2a5d86c,"Sola, sobre el Presupuesto 2019: El ano que viene terminaria con seis puntos menos de PBI per capita que en 2015","Sola, sobre el Presupuesto 2019: El ano que viene terminaria con seis puntos menos de PBI per capita que en 2015",https://chequeado.com/ultimas-noticias/sola-sobre-el-presupuesto-2019-el-ano-que-viene-terminaria-con-seis-puntos-menos-de-pbi-per-capita-que-en-2015/,2019-02-13 01:02:00,Sola Presupuesto 2019 seis|| Sola Presupuesto 2019 puntos|| Sola Presupuesto  puntos menos ,Claim,chequeo-diario,presupuesto,TRUE
