name,domain,author_guid,author_screen_name,author_full_name,author_twitter_id,created_at,statuses_count,followers_count,favourites_count,friends_count,listed_count,language,profile_background_color,profile_background_tile,profile_banner_url,profile_image_url,profile_link_color,profile_sidebar_fill_color,profile_text_color,default_profile,contributors_enabled,default_profile_image,geo_enabled,protected,location,notifications,time_zone,url,utc_offset,verified,is_suspended_or_not_exists,author_type,bad_actors_collector_insertion_date,xml_importer_insertion_date,vico_dump_insertion_date,missing_data_complementor_insertion_date,bad_actors_markup_insertion_date
ShanePro09,Microblog,2c45aa56f97132ccb41e20dac81eb91b,ShanePro09,shane mckenner,1899651614,Tue Sep 24 08:17:45 +0000 2013,2,6,0,1108,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,,,,0,0,bad_actor,26/06/2016 09:59,,,22/06/2016 11:32,
curtislankford,Microblog,b4ff6feba572350794f411c146703bb2,curtislankford,Curtis Lankford,1323744870,Wed Apr 03 03:20:14 +0000 2013,2,6,2,1285,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/3470719827/7091de3142176727cb75e328eeb4465f_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:34,,,22/06/2016 12:32,
Un4gettablyurs,Microblog,57a6fccef5f23ef7b7bca59bafd56f4c,Un4gettablyurs,Donna Richard,1587730315,Fri Jul 12 05:52:47 +0000 2013,1,21,0,1669,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/733169859794751489/b36RKqzU_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:26,,,22/06/2016 12:49,
jifran,Microblog,c953362dbe72370e904682c4428304f9,jifran,Jose FRANCISCO,148074912,Tue May 25 19:38:33 +0000 2010,1,6,0,1621,0,es,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,Santiago,None,-10800,0,0,bad_actor,26/06/2016 10:18,,,22/06/2016 14:35,
niceprintphoot,Microblog,f8bd60b1f4763e268355dc7696a70450,niceprintphoot,Nice Print,3374532623,Mon Jul 13 19:59:04 +0000 2015,1624,29,1427,428,29,en,DBE9ED,0,,https://pbs.twimg.com/profile_images/671910623689596931/ZmZu2fzk_normal.jpg,CC3366,E6F6F9,333333,0,0,0,0,0,Maryland,0,None,https://t.co/ubQSWxjraH,,0,0,bad_actor,23/06/2016 14:17,,,,
robertjplahr,Microblog,6be7d7a96bd43afabf40f041044fea9e,robertjplahr,Robert J.,2252391788,Wed Dec 18 18:42:05 +0000 2013,1141,21,965,141,34,en,9AE4E8,0,https://pbs.twimg.com/profile_banners/2252391788/1459059420,https://pbs.twimg.com/profile_images/713972904128618496/XVjarw4v_normal.jpg,0084B4,DDFFCC,333333,0,0,0,0,0,BFE Ohio,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
JeffShepktue,Microblog,9ed99548c1f7301b8594036edf189843,JeffShepktue,Jeff,2253690516,Thu Dec 19 15:36:07 +0000 2013,1184,23,1022,187,19,en,FF6699,1,https://pbs.twimg.com/profile_banners/2253690516/1459478966,https://pbs.twimg.com/profile_images/715732601768697857/rH74Kvm2_normal.jpg,B40B43,E5507E,362720,0,0,0,0,0,Bloomfield Hills Michigan,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
jasonuunk,Microblog,4f2b27e71c7d3dc5be04e27e0de283ed,jasonuunk,Jason,3256832144,Fri Jun 26 16:11:06 +0000 2015,1042,24,945,310,33,en,BADFCD,0,https://pbs.twimg.com/profile_banners/3256832144/1449158538,https://pbs.twimg.com/profile_images/672445655760027653/OuqKWY-m_normal.jpg,FF0000,FFF7CC,0C3E53,0,0,0,0,0,North Carolina,0,None,https://t.co/6vCqfpEZCk,,0,0,bad_actor,23/06/2016 14:17,,,,
Digschmalun,Microblog,deae62d483fa3f4794db5924a112ffd4,Digschmalun,Alan,2542291735,Mon Jun 02 22:20:14 +0000 2014,1084,27,955,290,19,en,EDECE9,0,,https://pbs.twimg.com/profile_images/706710433483198464/WHKvpvFz_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,New Hampshire,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
Kaote_Kat,Microblog,23c8989539103fc59992a58f18c209ba,Kaote_Kat,Kayte,3368911634,Fri Aug 28 09:07:39 +0000 2015,1323,39,1159,606,27,en,DBE9ED,0,,https://pbs.twimg.com/profile_images/638046418507202560/9Eq4Yef1_normal.jpg,CC3366,E6F6F9,333333,0,0,0,0,0,Idaho,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
FSloridaRealtor,Microblog,a73ef2925efe37218a25bb344d587bc8,FSloridaRealtor,Paul Walker,3174354942,Sun Apr 26 03:00:45 +0000 2015,1282,36,1153,878,12,en,BADFCD,0,,https://pbs.twimg.com/profile_images/610459368832802817/mmDb-jfF_normal.jpg,FF0000,FFF7CC,0C3E53,0,0,0,0,0,Boulder Colorado,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
ANHealthCrt,Microblog,12d193c00fdf32ca82772bcb091a5b6f,ANHealthCrt,ANHC,2410324784,Tue Mar 25 05:42:22 +0000 2014,1417,38,1254,854,28,en,352726,0,https://pbs.twimg.com/profile_banners/2410324784/1434010676,https://pbs.twimg.com/profile_images/608910972112142336/vxkGgqwb_normal.jpg,D02B55,99CC33,3E4415,0,0,0,0,0,Chicago Illinois,0,None,http://t.co/KzWcsLywAA,,0,0,bad_actor,23/06/2016 14:17,,,,
hman73ensha,Microblog,71e495ddf8ce307bbbae48591a8d30bd,hman73ensha,Shane,2485977313,Fri May 09 22:41:05 +0000 2014,1283,24,1101,143,22,en,FFF04D,0,https://pbs.twimg.com/profile_banners/2485977313/1459161650,https://pbs.twimg.com/profile_images/714401755056963584/Z5Bg4YSs_normal.jpg,0099CC,F6FFD1,333333,0,0,0,0,0,North Carolina,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
BavithraMhano,Microblog,aba1f710443b3a5997244c7031a86359,BavithraMhano,Bavithra,2792009452,Mon Sep 29 15:35:22 +0000 2014,999,27,908,249,26,en,C6E2EE,0,https://pbs.twimg.com/profile_banners/2792009452/1454823725,https://pbs.twimg.com/profile_images/696207168085692416/biCRycwF_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,North Carolina USA,0,Pacific Time (US & Canada),https://t.co/JqzLdEa7z0,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
TheDesignersweN,Microblog,9dfe3d55395532aebd28aab92f1e0b7d,TheDesignersweN,DesignerNews,3029918885,Wed Feb 11 09:27:09 +0000 2015,1205,22,1041,253,15,en,ACDED6,0,https://pbs.twimg.com/profile_banners/3029918885/1454993939,https://pbs.twimg.com/profile_images/696921043915685894/ojtPpnXy_normal.jpg,38543,F6F6F6,333333,0,0,0,0,0,Houston Texas,0,Pacific Time (US & Canada),https://t.co/id0SS7FVJc,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
newlnzlouh,Microblog,234314dd4415313591530810f22e8c22,newlnzlouh,Real Simple Magazine,2357338998,Sun Feb 23 03:14:21 +0000 2014,1357,63,1231,1060,54,en,C0DEED,0,,https://pbs.twimg.com/profile_images/578689269553745920/KuDIDM5D_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,0,0,California,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
NateDankeDck,Microblog,361609c214213626bee659e385e450b5,NateDankeDck,Nathan,2556008690,Mon Jun 09 03:33:25 +0000 2014,1050,25,1000,157,31,en,C6E2EE,0,https://pbs.twimg.com/profile_banners/2556008690/1458357606,https://pbs.twimg.com/profile_images/711029280847728640/QWRS-jBM_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,Maryland,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
fatboytruckin1g,Microblog,6abf24d373f432d1bc6aaaa23c0d50b6,fatboytruckin1g,FatBoyTrucking (FBT),2249391596,Mon Dec 16 22:14:21 +0000 2013,1559,44,1426,867,29,en,B2DFDA,0,https://pbs.twimg.com/profile_banners/2249391596/1434513999,https://pbs.twimg.com/profile_images/611021789230051328/5t9dVZST_normal.jpg,93A644,FFFFFF,333333,0,0,0,0,0,CaliforniaUSA,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
JJFit83yz,Microblog,94bc596e1528316fb2f96f7748ead6aa,JJFit83yz,Jamieson,3292917361,Sat Jul 25 14:37:15 +0000 2015,1230,58,1080,764,20,en,9AE4E8,0,https://pbs.twimg.com/profile_banners/3292917361/1440426116,https://pbs.twimg.com/profile_images/635819148392669185/yFV6C_-U_normal.jpg,0084B4,DDFFCC,333333,0,0,0,0,0,Utah,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
willi1o1m1,Microblog,aec18438576e31d29309e77f89d27286,willi1o1m1,Dj,2188867488,Mon Nov 11 19:00:34 +0000 2013,1081,21,959,213,23,en,642D8B,1,https://pbs.twimg.com/profile_banners/2188867488/1458564444,https://pbs.twimg.com/profile_images/711896923553271808/lGHf7gNy_normal.jpg,FF0000,7AC3EE,3D1957,0,0,0,0,0,New Jersey,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
MpamdeDave,Microblog,a428eec333993c7690bf853f5ca4964a,MpamdeDave,MpandeGP,3319390485,Thu Jun 11 18:56:37 +0000 2015,984,48,871,611,15,en,9AE4E8,0,,https://pbs.twimg.com/profile_images/632298233230811137/uJiZjFLZ_normal.jpg,0084B4,DDFFCC,333333,0,0,0,0,0,Idaho,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
SkainsOnita,Microblog,8735b441c4ce3abf9d6934ef6fb562e3,SkainsOnita,O?d?r F?II?w?rs,7.45932E+17,Thu Jun 23 10:49:14 +0000 2016,244,1,0,186,3,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,Silicon Valley,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
jordanahhn,Microblog,6619080c62ff33fd98934f5a7a893999,jordanahhn,Jordan,2578905888,Fri Jun 20 16:23:50 +0000 2014,1131,21,1007,314,11,en,8B542B,0,,https://pbs.twimg.com/profile_images/676387178344292352/lVVNARje_normal.jpg,9D582E,EADEAA,333333,0,0,0,0,0,Denver Colorado,0,Pacific Time (US & Canada),https://t.co/HQnh6Tv8xU,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
marks_amrcaei,Microblog,2dd2b1a9dee731e494adff126a63ecf2,marks_amrcaei,Marks,2337732440,Tue Feb 11 04:22:19 +0000 2014,1173,24,1047,233,29,en,352726,0,https://pbs.twimg.com/profile_banners/2337732440/1459375166,https://pbs.twimg.com/profile_images/715297304203243521/BkWoO105_normal.jpg,D02B55,99CC33,3E4415,0,0,0,0,0,Alaska,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
linda_hoepos,Microblog,f1c8a7820aa5392ca8ef43fba6df0c9b,linda_hoepos,Linda,1860336277,Fri Sep 13 11:24:36 +0000 2013,1090,24,983,178,17,en,FFF04D,0,,https://pbs.twimg.com/profile_images/715391207849897986/RXXAyDYh_normal.jpg,0099CC,F6FFD1,333333,0,0,0,0,0,Washington,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
TorrenMt_S,Microblog,327079622174320a9f3ae416495e0fab,TorrenMt_S,Torrent,3358288487,Sat Jul 04 08:25:19 +0000 2015,1545,29,1415,230,39,en,C0DEED,0,https://pbs.twimg.com/profile_banners/3358288487/1448461991,https://pbs.twimg.com/profile_images/669524127552794624/gbno-wuJ_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Minnesota (MN),0,None,https://t.co/mHE9yw3gx2,,0,0,bad_actor,23/06/2016 14:17,,,,
xdHaaD,Microblog,c47d1c91c4e83bc7bebb5bcb28c09628,xdHaaD,Tony,2256266377,Sat Dec 21 09:53:53 +0000 2013,1146,23,1032,172,13,en,8B542B,0,https://pbs.twimg.com/profile_banners/2256266377/1459375909,https://pbs.twimg.com/profile_images/715300400979517441/0ZhbqH2o_normal.jpg,9D582E,EADEAA,333333,0,0,0,0,0,South Carolina,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
yMlindaMontryo,Microblog,b6a53cf31ac83e17b874255ae9a2b21d,yMlindaMontryo,Mylinda Montroy,2409613854,Mon Mar 24 22:07:25 +0000 2014,1453,150,1292,712,33,en,FFF04D,0,https://pbs.twimg.com/profile_banners/2409613854/1433986828,https://pbs.twimg.com/profile_images/608810923977875457/lsMlJnzt_normal.jpg,0099CC,F6FFD1,333333,0,0,0,0,0,OKLAHOMA CITY OK,0,None,http://t.co/l5vJSu52k5,,0,0,bad_actor,23/06/2016 14:17,,,,
samplaspro3,Microblog,c6f314a956c037d48d2aa9a1ac827318,samplaspro3,Sean,3316451290,Wed Jun 10 01:15:38 +0000 2015,1411,46,1239,547,32,en,642D8B,1,https://pbs.twimg.com/profile_banners/3316451290/1439649636,https://pbs.twimg.com/profile_images/632562454992543744/gf48H4IK_normal.jpg,FF0000,7AC3EE,3D1957,0,0,0,0,0,Seattle Washington,0,None,http://t.co/9aG2hh706t,,0,0,bad_actor,23/06/2016 14:17,,,,
aliboordea,Microblog,4ef633e7d01b3395a35d5ab455de78f6,aliboordea,aliboodear,2757140790,Sat Aug 23 00:56:34 +0000 2014,1221,18,1155,313,21,en,EDECE9,0,,https://pbs.twimg.com/profile_images/696251242646016000/dDRyVH7b_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,North Carolina,0,Pacific Time (US & Canada),https://t.co/nNUMzdsq9D,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
Ericguitrtias,Microblog,acb9de5a408c35cf9bec7d429efc15c8,Ericguitrtias,Eric,2350585272,Tue Feb 18 19:43:03 +0000 2014,1124,31,1016,199,20,en,DBE9ED,0,,https://pbs.twimg.com/profile_images/715131979503640577/RBggvhQD_normal.jpg,CC3366,E6F6F9,333333,0,0,0,0,0,South Dakota,0,Pacific Time (US & Canada),https://t.co/x78w9kyUyt,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
highezsyrap,Microblog,7123b05d627630efbe406565b4c65aeb,highezsyrap,DAHN,2555238835,Sun Jun 08 17:49:59 +0000 2014,1058,27,967,254,24,en,BADFCD,0,https://pbs.twimg.com/profile_banners/2555238835/1457451602,https://pbs.twimg.com/profile_images/707229288643186688/hzcD5yLo_normal.jpg,FF0000,FFF7CC,0C3E53,0,0,0,0,0,Saco Maine,0,Pacific Time (US & Canada),https://t.co/rmTQFS06l5,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
jennifsmmre,Microblog,7bcb901b54433b0b9a2ebbc8a57906bd,jennifsmmre,.,2533994072,Fri May 30 03:09:34 +0000 2014,1190,30,1142,271,22,en,C6E2EE,0,https://pbs.twimg.com/profile_banners/2533994072/1457272522,https://pbs.twimg.com/profile_images/706478170954997760/o6G5U7bI_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,Chanute Kansas,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
uvakr82,Microblog,8ad93d7880203199894febd56a34ccc4,uvakr82,Dianne,3391602063,Tue Jul 28 08:00:05 +0000 2015,1287,27,1179,535,24,en,FFF04D,0,,https://pbs.twimg.com/profile_images/635196451660759040/74KHqQ6x_normal.jpg,0099CC,F6FFD1,333333,0,0,0,0,0,Colorful Colorado,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
gli1sdre,Microblog,c0528e8b3cd1365c8e54624ff886aba0,gli1sdre,gliders1,2490007093,Sun May 11 15:01:38 +0000 2014,1077,23,1021,203,28,en,C0DEED,0,,https://pbs.twimg.com/profile_images/710213127334338560/7-erZgIg_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Memphis Tennessee,0,Pacific Time (US & Canada),https://t.co/vz1YEsP8nW,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
BonjoviMan1ule2,Microblog,ebd78788d328338094c779c7ad1f3db2,BonjoviMan1ule2,Hector J.,2493500574,Tue May 13 20:59:33 +0000 2014,1166,30,942,154,22,en,352726,0,https://pbs.twimg.com/profile_banners/2493500574/1459012594,https://pbs.twimg.com/profile_images/713776588878426113/12Iyqpls_normal.jpg,D02B55,99CC33,3E4415,0,0,0,0,0,Louisiana,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
mpasokt,Microblog,e152bdd78c1a3f928418e8ed81e1ae29,mpasokt,Michael,3183238184,Sat May 02 18:40:42 +0000 2015,1002,54,961,486,18,en,C6E2EE,0,,https://pbs.twimg.com/profile_images/631815367049003008/hp2UA3en_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,Eastern New York State,0,None,http://t.co/B3fHGFNTcI,,0,0,bad_actor,23/06/2016 14:17,,,,
officialkheeyz,Microblog,174c2ccc0745382d9da5496ba87c23cd,officialkheeyz,Kheezy,3207566055,Sun Apr 26 00:34:29 +0000 2015,1283,68,1117,842,14,en,EBEBEB,0,https://pbs.twimg.com/profile_banners/3207566055/1434367773,https://pbs.twimg.com/profile_images/610408666873790464/wcfDw-Y0_normal.jpg,990000,F3F3F3,333333,0,0,0,0,0,Portland Oregon,0,None,http://t.co/Vom7cYtjA6,,0,0,bad_actor,23/06/2016 14:17,,,,
CarlsnoER,Microblog,161d4e11b3e8326aa077751ad6684ec4,CarlsnoER,Carlson Real,3228683411,Sat May 02 17:50:30 +0000 2015,1974,48,1857,619,36,en,EBEBEB,0,https://pbs.twimg.com/profile_banners/3228683411/1439459890,https://pbs.twimg.com/profile_images/631766598005583872/BiPRBGw4_normal.jpg,990000,F3F3F3,333333,0,0,0,0,0,Rhode Island,0,None,http://t.co/0dX4SHa5Tz,,0,0,bad_actor,23/06/2016 14:17,,,,
tsenilkin2,Microblog,7708aae5982d37a89e74bbf81cb96753,tsenilkin2,GreenDomainHosting,3336109275,Sat Jun 20 04:43:59 +0000 2015,1106,28,1079,249,46,en,C0DEED,0,,https://pbs.twimg.com/profile_images/632067644007407616/uhx1tJJN_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,kansas city,0,None,http://t.co/iSLjiluE6p,,0,0,bad_actor,23/06/2016 14:17,,,,
msartyskitr,Microblog,0a0710d5c2123798926aef4508cfe565,msartyskitr,Melissa Lucarelli,2393413657,Sun Mar 16 23:23:19 +0000 2014,1354,47,1234,868,27,en,EDECE9,0,,https://pbs.twimg.com/profile_images/609323957406273536/2zavrgaB_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,North Dakota,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
MAd7m9sa,Microblog,35d926e85e853ef5aec6aa136e6c53ee,MAd7m9sa,Michael,2362238185,Wed Feb 26 06:12:03 +0000 2014,1157,36,1088,276,21,en,0099B9,0,https://pbs.twimg.com/profile_banners/2362238185/1457195423,https://pbs.twimg.com/profile_images/706154798945439749/Xa4_YlRp_normal.jpg,0099B9,95E8EC,3C3940,0,0,0,0,0,Northern Virginia,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
oClorEcologist,Microblog,a561b6f45f1338f5aef9aceae0fb4776,oClorEcologist,Color Ecologist,2352887814,Thu Feb 20 07:43:28 +0000 2014,1521,42,1409,223,24,en,C0DEED,0,,https://pbs.twimg.com/profile_images/578453597869867009/0Fs1jPpD_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,0,0,New York,0,None,http://t.co/ebjLTXFhep,,0,0,bad_actor,23/06/2016 14:17,,,,
vichaelHiles,Microblog,0e9b43f6024939c48710647ed6b2f87b,vichaelHiles,Michael,3303648748,Sat May 30 10:58:35 +0000 2015,1364,30,1254,562,25,en,DBE9ED,0,https://pbs.twimg.com/profile_banners/3303648748/1439405785,https://pbs.twimg.com/profile_images/631539619864023040/2qXj7N3h_normal.jpg,CC3366,E6F6F9,333333,0,0,0,0,0,New Hampshire,0,None,http://t.co/FE9HvWxbPh,,0,0,bad_actor,23/06/2016 14:17,,,,
DustinMocdy,Microblog,30a9cc698aa433ae985b9bc3156cb965,DustinMocdy,Dustin Moody,2397602880,Wed Mar 19 10:04:17 +0000 2014,2038,157,1734,751,66,en,BADFCD,0,https://pbs.twimg.com/profile_banners/2397602880/1434206719,https://pbs.twimg.com/profile_images/609733096460587008/YovSUESZ_normal.jpg,FF0000,FFF7CC,0C3E53,0,0,0,0,0,louisville kentucky.,0,None,http://t.co/mPlJPcUwEG,,0,0,bad_actor,23/06/2016 14:17,,,,
BxBabnayMe,Microblog,7aedcef582a63a6c84901a7a20ffdfd4,BxBabnayMe,Bx,2416469280,Fri Mar 28 21:17:12 +0000 2014,1034,32,980,261,31,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2416469280/1457294428,https://pbs.twimg.com/profile_images/706569998899269632/vnKtZsy6_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Chatham Illinois,0,Pacific Time (US & Canada),https://t.co/ro81jQcVWG,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
damesAnderson50,Microblog,3210f5dbbddf3f648464ae59ea4a3126,damesAnderson50,James,3258693965,Sat May 16 00:35:56 +0000 2015,1063,52,943,576,15,en,8B542B,0,https://pbs.twimg.com/profile_banners/3258693965/1436168071,https://pbs.twimg.com/profile_images/633706668333899776/THie9xo5_normal.jpg,9D582E,EADEAA,333333,0,0,0,0,0,Texas,0,None,http://t.co/be1MvNgRnA,,0,0,bad_actor,23/06/2016 14:17,,,,
GinaAlayayn,Microblog,3892629bc0583129b1ed40ff24d0ed62,GinaAlayayn,Gina,1699343581,Sun Aug 25 14:16:09 +0000 2013,1020,34,982,301,21,en,EDECE9,0,https://pbs.twimg.com/profile_banners/1699343581/1457091661,https://pbs.twimg.com/profile_images/705719529700065280/1tgCljyZ_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,Maine,0,Pacific Time (US & Canada),https://t.co/uvEhy8BYqG,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
sewstrangpbne,Microblog,1486df5964cd3f8d860f52166cab0827,sewstrangpbne,Joannie,3228744550,Sat May 02 17:56:23 +0000 2015,1340,30,1257,564,18,en,C6E2EE,0,,https://pbs.twimg.com/profile_images/631772883283394560/ip0u2ZQW_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,California USA,0,None,http://t.co/6261jB7irU,,0,0,bad_actor,23/06/2016 14:17,,,,
ALrtEstLaVei,Microblog,ec75e867302735f9a10148bf0f8f112c,ALrtEstLaVei,Tom,3267745154,Sat Jul 04 04:38:50 +0000 2015,2294,49,2142,683,61,en,C0DEED,0,,https://pbs.twimg.com/profile_images/632967865893679105/Ode23MoS_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Missouri,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
DonofrioicusM,Microblog,b047ce1c67503c849902fba0994efe25,DonofrioicusM,Anthony,2330882089,Thu Feb 06 21:33:37 +0000 2014,1032,28,1003,284,21,en,EDECE9,0,https://pbs.twimg.com/profile_banners/2330882089/1457337821,https://pbs.twimg.com/profile_images/706752084729659392/MeJUNrMF_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,Las Vegas Nevada,0,Pacific Time (US & Canada),https://t.co/NNaKM0am1g,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
LouisRodrigezu,Microblog,f14d91f9da67366cb608daa8a0c62474,LouisRodrigezu,Louis,3267872130,Sat Jul 04 08:50:50 +0000 2015,1250,45,1166,618,19,en,ACDED6,0,,https://pbs.twimg.com/profile_images/633646273610907648/UFgksvC0_normal.jpg,38543,F6F6F6,333333,0,0,0,0,0,Virginia,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
alurieheikkenen,Microblog,3e73262ae3f83a5ab1a5cff01925fea7,alurieheikkenen,Laurie Heikkenen,2411663593,Tue Mar 25 23:01:15 +0000 2014,1288,34,1200,906,37,en,EDECE9,0,,https://pbs.twimg.com/profile_images/609043303200370688/sHdTjDqp_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,N.Y New York,0,None,http://t.co/dN3b2hq97e,,0,0,bad_actor,23/06/2016 14:17,,,,
kimtwainmmou,Microblog,7128687c11483811a9912dcdaa0bf192,kimtwainmmou,Kim  Twain,2342428976,Thu Feb 13 18:49:32 +0000 2014,1493,160,1316,994,28,en,C0DEED,0,,https://pbs.twimg.com/profile_images/578421155238801409/vJCbRT77_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,0,0,Indiana,0,None,http://t.co/GR4yMK0EoC,,0,0,bad_actor,23/06/2016 14:17,,,,
PosthumanWizrad,Microblog,2fa02cc087b13871ba537f95a990ee0d,PosthumanWizrad,Joshua Jennings,2244321696,Fri Dec 13 18:51:30 +0000 2013,1880,169,1740,940,32,en,352726,0,,https://pbs.twimg.com/profile_images/586723745584128000/1kpinRu1_normal.jpg,D02B55,99CC33,3E4415,0,0,0,0,0,Pennsylvania,0,None,http://t.co/BZTZdwzC1g,,0,0,bad_actor,23/06/2016 14:17,,,,
tcsquires31,Microblog,393ec7088bfd30148044b97045a72569,tcsquires31,TC,3096443193,Thu Mar 19 10:44:32 +0000 2015,1593,25,1413,741,20,en,C6E2EE,0,https://pbs.twimg.com/profile_banners/3096443193/1435088469,https://pbs.twimg.com/profile_images/613431329946865664/Z4YkVbPI_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,Tulsa Oklahoma,0,None,http://t.co/C5YRY3EG3g,,0,0,bad_actor,23/06/2016 14:17,,,,
socialgaelgg,Microblog,a22cc570847a3bd49df3b79e70bf76fa,socialgaelgg,Tommy D,3159616325,Sun Apr 12 12:43:17 +0000 2015,1571,30,1409,896,29,en,B2DFDA,0,,https://pbs.twimg.com/profile_images/593250107241271296/m6BtrweZ_normal.jpg,93A644,FFFFFF,333333,0,0,0,0,0,Nebraska,0,None,http://t.co/Q2G5M7K4AH,,0,0,bad_actor,23/06/2016 14:17,,,,
james_cagin,Microblog,eab5c48e4c00370ab4205a082c0c63a0,james_cagin,James Cavin,3159375880,Sun Apr 12 11:25:38 +0000 2015,1730,273,1514,923,39,en,8B542B,0,https://pbs.twimg.com/profile_banners/3159375880/1434605276,https://pbs.twimg.com/profile_images/611404843513569280/UdLTiohp_normal.jpg,9D582E,EADEAA,333333,0,0,0,0,0,Hilltop Lakes Texas,0,None,None,,0,0,bad_actor,23/06/2016 14:17,,,,
RichaardFidnnal,Microblog,f04277a083523a4aa64661f2980c18dd,RichaardFidnnal,The Richaard,2433300758,Tue Apr 08 08:46:21 +0000 2014,1028,31,937,244,13,en,FFF04D,0,https://pbs.twimg.com/profile_banners/2433300758/1457199825,https://pbs.twimg.com/profile_images/706173321033846785/boJGqREU_normal.jpg,0099CC,F6FFD1,333333,0,0,0,0,0,South Florida,0,Pacific Time (US & Canada),https://t.co/ERGtH6yIEC,-25200,0,0,bad_actor,23/06/2016 14:17,,,,
